id,timestamp,waterLevel,temperature,humidity,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime
4,2017-11-20 12:29:54.809275,69,28,27,2017-11-20T12:29:54.5385946Z,1,2017-11-20T12:29:54.4250000Z
5,2017-11-20 12:29:54.888093,17,28,25,2017-11-20T12:29:54.5385946Z,2,2017-11-20T12:29:54.0460000Z
6,2017-11-20 12:29:54.958841,7,22,20,2017-11-20T12:29:54.6792504Z,3,2017-11-20T12:29:54.7170000Z
7,2017-11-20 12:29:55.030796,15,20,17,2017-11-20T12:29:54.6792504Z,0,2017-11-20T12:29:54.9470000Z
8,2017-11-20 12:29:55.112579,9,18,15,2017-11-20T12:29:54.8042377Z,1,2017-11-20T12:29:54.7220000Z
9,2017-11-20 12:29:55.191594,39,13,15,2017-11-20T12:29:54.9136042Z,2,2017-11-20T12:29:54.3580000Z
10,2017-11-20 12:29:55.275329,40,28,34,2017-11-20T12:29:54.9136042Z,3,2017-11-20T12:29:55.0300000Z
1,2017-11-20 12:30:00.338781,6,19,21,2017-11-20T12:30:00.1011665Z,0,2017-11-20T12:30:00.2630000Z
2,2017-11-20 12:30:00.479050,16,12,10,2017-11-20T12:30:00.2111914Z,1,2017-11-20T12:30:00.0940000Z
3,2017-11-20 12:30:00.561847,23,24,21,2017-11-20T12:30:00.2111914Z,2,2017-11-20T12:29:59.7220000Z
4,2017-11-20 12:30:00.638915,57,33,38,2017-11-20T12:30:00.3511730Z,3,2017-11-20T12:30:00.4090000Z
5,2017-11-20 12:30:00.731289,14,32,35,2017-11-20T12:30:00.4761744Z,0,2017-11-20T12:30:00.6540000Z
6,2017-11-20 12:30:00.812729,7,18,18,2017-11-20T12:30:00.4761744Z,1,2017-11-20T12:30:00.4220000Z
7,2017-11-20 12:30:00.894950,15,21,23,2017-11-20T12:30:00.6012002Z,2,2017-11-20T12:30:00.0500000Z
8,2017-11-20 12:30:00.967144,8,21,18,2017-11-20T12:30:00.6012002Z,3,2017-11-20T12:30:00.7210000Z
9,2017-11-20 12:30:01.031340,38,11,12,2017-11-20T12:30:00.7417997Z,0,2017-11-20T12:30:00.9510000Z
10,2017-11-20 12:30:01.114533,42,30,32,2017-11-20T12:30:00.8671540Z,1,2017-11-20T12:30:00.7340000Z
1,2017-11-20 12:30:06.212502,6,19,18,2017-11-20T12:30:05.8668931Z,2,2017-11-20T12:30:05.3640000Z
2,2017-11-20 12:30:06.281686,18,12,14,2017-11-20T12:30:05.9918710Z,3,2017-11-20T12:30:06.0340000Z
3,2017-11-20 12:30:06.358892,21,25,27,2017-11-20T12:30:06.1168678Z,0,2017-11-20T12:30:06.2810000Z
4,2017-11-20 12:30:06.480325,64,30,37,2017-11-20T12:30:06.1168678Z,1,2017-11-20T12:30:06.0940000Z
5,2017-11-20 12:30:06.557690,16,34,41,2017-11-20T12:30:06.2575004Z,2,2017-11-20T12:30:05.7230000Z
6,2017-11-20 12:30:06.628786,7,17,14,2017-11-20T12:30:06.2575004Z,3,2017-11-20T12:30:06.3940000Z
7,2017-11-20 12:30:06.690163,13,25,24,2017-11-20T12:30:06.3981273Z,0,2017-11-20T12:30:06.6100000Z
8,2017-11-20 12:30:06.810707,8,25,24,2017-11-20T12:30:06.5231493Z,1,2017-11-20T12:30:06.4380000Z
9,2017-11-20 12:30:06.897357,39,11,11,2017-11-20T12:30:06.6481237Z,2,2017-11-20T12:30:06.0510000Z
10,2017-11-20 12:30:06.975381,41,24,30,2017-11-20T12:30:06.6481237Z,3,2017-11-20T12:30:06.7370000Z
1,2017-11-20 12:30:12.054501,6,18,18,2017-11-20T12:30:11.8414633Z,0,2017-11-20T12:30:11.9710000Z
2,2017-11-20 12:30:12.203463,15,11,9,2017-11-20T12:30:11.8414633Z,1,2017-11-20T12:30:11.8150000Z
3,2017-11-20 12:30:12.274928,17,25,21,2017-11-20T12:30:11.9763187Z,2,2017-11-20T12:30:11.4280000Z
4,2017-11-20 12:30:12.362050,74,26,20,2017-11-20T12:30:12.1013250Z,3,2017-11-20T12:30:12.1130000Z
5,2017-11-20 12:30:12.444652,19,35,33,2017-11-20T12:30:12.1013250Z,0,2017-11-20T12:30:12.3610000Z
6,2017-11-20 12:30:12.518096,8,18,19,2017-11-20T12:30:12.2263209Z,1,2017-11-20T12:30:12.1270000Z
7,2017-11-20 12:30:12.612571,15,27,24,2017-11-20T12:30:12.3537362Z,2,2017-11-20T12:30:11.7720000Z
8,2017-11-20 12:30:12.686618,8,23,26,2017-11-20T12:30:12.3537362Z,3,2017-11-20T12:30:12.4410000Z
9,2017-11-20 12:30:12.757296,45,13,15,2017-11-20T12:30:12.4954235Z,0,2017-11-20T12:30:12.6740000Z
10,2017-11-20 12:30:12.899873,35,23,28,2017-11-20T12:30:12.7575776Z,1,2017-11-20T12:30:12.5180000Z
1,2017-11-20 12:30:18.099196,6,17,16,2017-11-20T12:30:17.8045163Z,2,2017-11-20T12:30:17.2640000Z
2,2017-11-20 12:30:18.184460,14,10,9,2017-11-20T12:30:17.9316391Z,3,2017-11-20T12:30:17.9480000Z
3,2017-11-20 12:30:18.262722,16,20,20,2017-11-20T12:30:18.0545276Z,0,2017-11-20T12:30:18.1900000Z
4,2017-11-20 12:30:18.403365,85,31,27,2017-11-20T12:30:18.0545276Z,1,2017-11-20T12:30:18.0180000Z
5,2017-11-20 12:30:18.481453,17,35,30,2017-11-20T12:30:18.1951511Z,2,2017-11-20T12:30:17.6390000Z
6,2017-11-20 12:30:18.572464,9,15,17,2017-11-20T12:30:18.3045295Z,3,2017-11-20T12:30:18.3380000Z
7,2017-11-20 12:30:18.650739,16,26,23,2017-11-20T12:30:18.4295302Z,0,2017-11-20T12:30:18.5810000Z
8,2017-11-20 12:30:18.788378,8,24,25,2017-11-20T12:30:18.4295302Z,1,2017-11-20T12:30:18.4090000Z
9,2017-11-20 12:30:18.868678,40,12,15,2017-11-20T12:30:18.5545286Z,2,2017-11-20T12:30:18.0290000Z
10,2017-11-20 12:30:18.945097,41,21,21,2017-11-20T12:30:18.6795343Z,3,2017-11-20T12:30:18.6980000Z
1,2017-11-20 12:30:24.019784,7,20,17,2017-11-20T12:30:23.7108420Z,0,2017-11-20T12:30:23.9440000Z
2,2017-11-20 12:30:24.102511,14,10,10,2017-11-20T12:30:23.8514686Z,1,2017-11-20T12:30:23.7330000Z
3,2017-11-20 12:30:24.180606,19,16,16,2017-11-20T12:30:23.8514686Z,2,2017-11-20T12:30:23.3580000Z
4,2017-11-20 12:30:24.258793,90,33,36,2017-11-20T12:30:23.9764708Z,3,2017-11-20T12:30:24.0420000Z
5,2017-11-20 12:30:24.336895,17,35,36,2017-11-20T12:30:24.0858539Z,0,2017-11-20T12:30:24.2570000Z
6,2017-11-20 12:30:24.461910,10,13,13,2017-11-20T12:30:24.2125623Z,1,2017-11-20T12:30:24.0930000Z
7,2017-11-20 12:30:24.541494,19,31,31,2017-11-20T12:30:24.2125623Z,2,2017-11-20T12:30:23.7020000Z
8,2017-11-20 12:30:24.604808,9,28,32,2017-11-20T12:30:24.2578050Z,3,2017-11-20T12:30:24.3700000Z
9,2017-11-20 12:30:24.682820,39,13,13,2017-11-20T12:30:24.3827301Z,0,2017-11-20T12:30:24.6010000Z
10,2017-11-20 12:30:24.807940,48,17,17,2017-11-20T12:30:24.6171050Z,1,2017-11-20T12:30:24.4210000Z
1,2017-11-20 12:30:29.969017,7,16,19,2017-11-20T12:30:29.6484236Z,2,2017-11-20T12:30:29.1280000Z
2,2017-11-20 12:30:30.031523,16,10,12,2017-11-20T12:30:29.7737118Z,3,2017-11-20T12:30:29.7920000Z
3,2017-11-20 12:30:30.109657,19,19,18,2017-11-20T12:30:29.7737118Z,0,2017-11-20T12:30:30.0280000Z
4,2017-11-20 12:30:30.203602,86,31,29,2017-11-20T12:30:29.9296728Z,1,2017-11-20T12:30:29.8200000Z
5,2017-11-20 12:30:30.281585,17,35,36,2017-11-20T12:30:29.9296728Z,2,2017-11-20T12:30:29.4400000Z
6,2017-11-20 12:30:30.367892,11,11,11,2017-11-20T12:30:30.0703068Z,3,2017-11-20T12:30:30.1350000Z
7,2017-11-20 12:30:30.441575,16,28,27,2017-11-20T12:30:30.1953001Z,0,2017-11-20T12:30:30.3720000Z
8,2017-11-20 12:30:30.597684,9,29,25,2017-11-20T12:30:30.3228901Z,1,2017-11-20T12:30:30.2260000Z
9,2017-11-20 12:30:30.660266,45,13,15,2017-11-20T12:30:30.3228901Z,2,2017-11-20T12:30:29.8310000Z
10,2017-11-20 12:30:30.754130,57,18,21,2017-11-20T12:30:30.4609416Z,3,2017-11-20T12:30:30.5100000Z
1,2017-11-20 12:30:35.817205,7,15,18,2017-11-20T12:30:35.5859938Z,0,2017-11-20T12:30:35.7340000Z
2,2017-11-20 12:30:35.916468,14,10,11,2017-11-20T12:30:35.5859938Z,1,2017-11-20T12:30:35.5250000Z
3,2017-11-20 12:30:36.017740,19,18,17,2017-11-20T12:30:35.7272832Z,2,2017-11-20T12:30:35.1760000Z
4,2017-11-20 12:30:36.098202,82,26,31,2017-11-20T12:30:35.7422495Z,3,2017-11-20T12:30:35.8540000Z
5,2017-11-20 12:30:36.169316,20,35,39,2017-11-20T12:30:35.8862260Z,0,2017-11-20T12:30:36.0780000Z
6,2017-11-20 12:30:36.308008,10,13,14,2017-11-20T12:30:36.0078789Z,1,2017-11-20T12:30:35.9160000Z
7,2017-11-20 12:30:36.371848,15,27,24,2017-11-20T12:30:36.1506791Z,2,2017-11-20T12:30:35.5350000Z
8,2017-11-20 12:30:36.474511,8,32,36,2017-11-20T12:30:36.1506791Z,3,2017-11-20T12:30:36.2290000Z
9,2017-11-20 12:30:36.541602,43,13,11,2017-11-20T12:30:36.2891285Z,0,2017-11-20T12:30:36.4690000Z
10,2017-11-20 12:30:36.689908,49,15,14,2017-11-20T12:30:36.4012635Z,1,2017-11-20T12:30:36.3060000Z
1,2017-11-20 12:30:41.783378,6,18,18,2017-11-20T12:30:41.4923202Z,2,2017-11-20T12:30:40.9420000Z
2,2017-11-20 12:30:41.852919,16,11,10,2017-11-20T12:30:41.4923202Z,3,2017-11-20T12:30:41.6100000Z
3,2017-11-20 12:30:41.927934,18,19,18,2017-11-20T12:30:41.6485746Z,0,2017-11-20T12:30:41.8450000Z
4,2017-11-20 12:30:42.010418,76,31,31,2017-11-20T12:30:41.7579483Z,1,2017-11-20T12:30:41.6240000Z
5,2017-11-20 12:30:42.106670,24,28,30,2017-11-20T12:30:41.7579483Z,2,2017-11-20T12:30:41.2700000Z
6,2017-11-20 12:30:42.171480,12,15,14,2017-11-20T12:30:41.9313100Z,3,2017-11-20T12:30:41.9390000Z
7,2017-11-20 12:30:42.249789,12,28,30,2017-11-20T12:30:42.0704531Z,0,2017-11-20T12:30:42.1900000Z
8,2017-11-20 12:30:42.405892,7,35,32,2017-11-20T12:30:42.0704531Z,1,2017-11-20T12:30:42.0150000Z
9,2017-11-20 12:30:42.499807,43,12,14,2017-11-20T12:30:42.2267037Z,2,2017-11-20T12:30:41.6600000Z
10,2017-11-20 12:30:42.562303,49,14,16,2017-11-20T12:30:42.2267037Z,3,2017-11-20T12:30:42.3290000Z
1,2017-11-20 12:30:47.644241,5,16,16,2017-11-20T12:30:47.4455213Z,0,2017-11-20T12:30:47.5690000Z
2,2017-11-20 12:30:47.783252,14,11,11,2017-11-20T12:30:47.4455213Z,1,2017-11-20T12:30:47.3900000Z
3,2017-11-20 12:30:47.876995,19,16,15,2017-11-20T12:30:47.5861535Z,2,2017-11-20T12:30:47.0400000Z
4,2017-11-20 12:30:47.955119,74,31,37,2017-11-20T12:30:47.6017727Z,3,2017-11-20T12:30:47.7200000Z
5,2017-11-20 12:30:48.029281,26,25,19,2017-11-20T12:30:47.7267877Z,0,2017-11-20T12:30:47.9590000Z
6,2017-11-20 12:30:48.107426,13,12,14,2017-11-20T12:30:47.8518187Z,1,2017-11-20T12:30:47.7180000Z
7,2017-11-20 12:30:48.169946,11,26,31,2017-11-20T12:30:47.8518187Z,2,2017-11-20T12:30:47.3530000Z
8,2017-11-20 12:30:48.294954,7,35,33,2017-11-20T12:30:47.9767932Z,3,2017-11-20T12:30:48.0490000Z
9,2017-11-20 12:30:48.357304,42,14,13,2017-11-20T12:30:48.1017934Z,0,2017-11-20T12:30:48.2870000Z
10,2017-11-20 12:30:48.466855,54,14,16,2017-11-20T12:30:48.2111612Z,1,2017-11-20T12:30:48.0930000Z
1,2017-11-20 12:30:53.537679,6,17,17,2017-11-20T12:30:53.2737217Z,2,2017-11-20T12:30:52.6980000Z
2,2017-11-20 12:30:53.600361,12,13,12,2017-11-20T12:30:53.2737217Z,3,2017-11-20T12:30:53.3670000Z
3,2017-11-20 12:30:53.676782,22,14,11,2017-11-20T12:30:53.4299932Z,0,2017-11-20T12:30:53.5870000Z
4,2017-11-20 12:30:53.786077,61,34,36,2017-11-20T12:30:53.4299932Z,1,2017-11-20T12:30:53.3990000Z
5,2017-11-20 12:30:53.848756,21,27,24,2017-11-20T12:30:53.5549792Z,2,2017-11-20T12:30:53.0110000Z
6,2017-11-20 12:30:53.926863,13,14,12,2017-11-20T12:30:53.6643677Z,3,2017-11-20T12:30:53.6950000Z
7,2017-11-20 12:30:54.013467,9,25,20,2017-11-20T12:30:53.7737328Z,0,2017-11-20T12:30:53.9310000Z
8,2017-11-20 12:30:54.110460,6,35,33,2017-11-20T12:30:53.7737328Z,1,2017-11-20T12:30:53.7270000Z
9,2017-11-20 12:30:54.172955,49,12,13,2017-11-20T12:30:53.8987315Z,2,2017-11-20T12:30:53.3550000Z
10,2017-11-20 12:30:54.251107,48,16,19,2017-11-20T12:30:53.8987315Z,3,2017-11-20T12:30:54.0230000Z
1,2017-11-20 12:30:59.318074,7,17,15,2017-11-20T12:30:58.9925483Z,0,2017-11-20T12:30:59.2300000Z
2,2017-11-20 12:30:59.411837,10,12,13,2017-11-20T12:30:59.1175462Z,1,2017-11-20T12:30:59.0290000Z
3,2017-11-20 12:30:59.479608,19,14,15,2017-11-20T12:30:59.1175462Z,2,2017-11-20T12:30:58.6380000Z
4,2017-11-20 12:30:59.554153,60,35,35,2017-11-20T12:30:59.2581754Z,3,2017-11-20T12:30:59.3160000Z
5,2017-11-20 12:30:59.616617,17,26,22,2017-11-20T12:30:59.3831995Z,0,2017-11-20T12:30:59.5420000Z
6,2017-11-20 12:30:59.713388,14,16,16,2017-11-20T12:30:59.3831995Z,1,2017-11-20T12:30:59.3260000Z
7,2017-11-20 12:30:59.785482,9,24,28,2017-11-20T12:30:59.5081768Z,2,2017-11-20T12:30:58.9500000Z
8,2017-11-20 12:30:59.847996,7,35,36,2017-11-20T12:30:59.5081768Z,3,2017-11-20T12:30:59.6130000Z
9,2017-11-20 12:30:59.926128,51,13,13,2017-11-20T12:30:59.7425551Z,0,2017-11-20T12:30:59.8550000Z
10,2017-11-20 12:31:00.073579,43,16,14,2017-11-20T12:30:59.7425551Z,1,2017-11-20T12:30:59.6850000Z
1,2017-11-20 12:31:05.157598,8,16,16,2017-11-20T12:31:04.8051184Z,2,2017-11-20T12:31:04.3090000Z
2,2017-11-20 12:31:05.220079,10,11,11,2017-11-20T12:31:04.9457455Z,3,2017-11-20T12:31:04.9880000Z
3,2017-11-20 12:31:05.298029,17,15,13,2017-11-20T12:31:05.0725275Z,0,2017-11-20T12:31:05.2300000Z
4,2017-11-20 12:31:05.409465,63,31,31,2017-11-20T12:31:05.0725275Z,1,2017-11-20T12:31:05.0160000Z
5,2017-11-20 12:31:05.779090,16,23,23,2017-11-20T12:31:05.4457522Z,2,2017-11-20T12:31:04.9350000Z
6,2017-11-20 12:31:05.841760,15,19,20,2017-11-20T12:31:05.5707541Z,3,2017-11-20T12:31:05.6130000Z
7,2017-11-20 12:31:05.935392,9,28,30,2017-11-20T12:31:05.5707541Z,0,2017-11-20T12:31:05.8560000Z
8,2017-11-20 12:31:05.998031,8,35,28,2017-11-20T12:31:05.6957606Z,1,2017-11-20T12:31:05.6250000Z
9,2017-11-20 12:31:06.076161,54,11,12,2017-11-20T12:31:05.8051306Z,2,2017-11-20T12:31:05.2470000Z
10,2017-11-20 12:31:06.154302,51,13,15,2017-11-20T12:31:05.8051306Z,3,2017-11-20T12:31:05.9260000Z
1,2017-11-20 12:31:11.237363,7,14,13,2017-11-20T12:31:10.9770722Z,0,2017-11-20T12:31:11.1540000Z
2,2017-11-20 12:31:11.299692,11,13,14,2017-11-20T12:31:10.9770722Z,1,2017-11-20T12:31:10.9260000Z
3,2017-11-20 12:31:11.369557,20,12,10,2017-11-20T12:31:11.1200968Z,2,2017-11-20T12:31:10.5310000Z
4,2017-11-20 12:31:11.494740,70,25,31,2017-11-20T12:31:11.1333249Z,3,2017-11-20T12:31:11.2560000Z
5,2017-11-20 12:31:11.572766,19,22,26,2017-11-20T12:31:11.2739519Z,0,2017-11-20T12:31:11.4980000Z
6,2017-11-20 12:31:11.662709,15,16,20,2017-11-20T12:31:11.3989584Z,1,2017-11-20T12:31:11.2850000Z
7,2017-11-20 12:31:11.740819,9,24,30,2017-11-20T12:31:11.3989584Z,2,2017-11-20T12:31:10.9060000Z
8,2017-11-20 12:31:11.803339,7,33,33,2017-11-20T12:31:11.5239687Z,3,2017-11-20T12:31:11.5680000Z
9,2017-11-20 12:31:11.881447,53,11,9,2017-11-20T12:31:11.5239687Z,0,2017-11-20T12:31:11.8100000Z
10,2017-11-20 12:31:11.943961,49,15,18,2017-11-20T12:31:11.6489726Z,1,2017-11-20T12:31:11.5820000Z
1,2017-11-20 12:31:17.056227,6,12,12,2017-11-20T12:31:16.7297242Z,2,2017-11-20T12:31:16.2200000Z
2,2017-11-20 12:31:17.118761,13,15,13,2017-11-20T12:31:16.8559787Z,3,2017-11-20T12:31:16.8820000Z
3,2017-11-20 12:31:17.196888,24,11,9,2017-11-20T12:31:16.8559787Z,0,2017-11-20T12:31:17.1230000Z
4,2017-11-20 12:31:17.290476,74,30,36,2017-11-20T12:31:16.9953577Z,1,2017-11-20T12:31:16.9130000Z
5,2017-11-20 12:31:17.353015,22,23,28,2017-11-20T12:31:17.1203594Z,2,2017-11-20T12:31:16.5330000Z
6,2017-11-20 12:31:17.431113,17,17,15,2017-11-20T12:31:17.1203594Z,3,2017-11-20T12:31:17.1940000Z
7,2017-11-20 12:31:17.518368,9,20,24,2017-11-20T12:31:17.2609854Z,0,2017-11-20T12:31:17.4360000Z
8,2017-11-20 12:31:17.596596,8,28,27,2017-11-20T12:31:17.2609854Z,1,2017-11-20T12:31:17.2250000Z
9,2017-11-20 12:31:17.690335,45,12,11,2017-11-20T12:31:17.3859994Z,2,2017-11-20T12:31:16.8610000Z
10,2017-11-20 12:31:17.764182,45,17,16,2017-11-20T12:31:17.5109882Z,3,2017-11-20T12:31:17.5380000Z
1,2017-11-20 12:31:22.853442,7,10,12,2017-11-20T12:31:22.5110466Z,0,2017-11-20T12:31:22.7680000Z
2,2017-11-20 12:31:22.927208,14,15,16,2017-11-20T12:31:22.6516738Z,1,2017-11-20T12:31:22.5380000Z
3,2017-11-20 12:31:23.019745,21,10,11,2017-11-20T12:31:22.7766750Z,2,2017-11-20T12:31:22.1970000Z
4,2017-11-20 12:31:23.113347,81,27,34,2017-11-20T12:31:22.7766750Z,3,2017-11-20T12:31:22.8630000Z
5,2017-11-20 12:31:23.176004,26,26,31,2017-11-20T12:31:22.9173078Z,0,2017-11-20T12:31:23.1120000Z
6,2017-11-20 12:31:23.269642,19,19,22,2017-11-20T12:31:22.9173078Z,1,2017-11-20T12:31:22.8820000Z
7,2017-11-20 12:31:23.342244,10,18,22,2017-11-20T12:31:23.0423032Z,2,2017-11-20T12:31:22.5090000Z
8,2017-11-20 12:31:23.420965,9,28,28,2017-11-20T12:31:23.0593832Z,3,2017-11-20T12:31:23.1760000Z
9,2017-11-20 12:31:23.498970,36,10,9,2017-11-20T12:31:23.1985571Z,0,2017-11-20T12:31:23.4240000Z
10,2017-11-20 12:31:23.577234,49,15,13,2017-11-20T12:31:23.3079360Z,1,2017-11-20T12:31:23.1950000Z
1,2017-11-20 12:31:28.651581,6,10,8,2017-11-20T12:31:28.3548725Z,2,2017-11-20T12:31:27.8060000Z
2,2017-11-20 12:31:28.725671,14,16,13,2017-11-20T12:31:28.3705056Z,3,2017-11-20T12:31:28.4900000Z
3,2017-11-20 12:31:28.803973,23,10,9,2017-11-20T12:31:28.4973782Z,0,2017-11-20T12:31:28.7370000Z
4,2017-11-20 12:31:28.897599,89,23,19,2017-11-20T12:31:28.6361292Z,1,2017-11-20T12:31:28.5100000Z
5,2017-11-20 12:31:28.960245,30,25,26,2017-11-20T12:31:28.6361292Z,2,2017-11-20T12:31:28.1340000Z
6,2017-11-20 12:31:29.038239,19,19,20,2017-11-20T12:31:28.7767562Z,3,2017-11-20T12:31:28.8020000Z
7,2017-11-20 12:31:29.114808,8,16,19,2017-11-20T12:31:28.7767562Z,0,2017-11-20T12:31:29.0340000Z
8,2017-11-20 12:31:29.192941,8,27,27,2017-11-20T12:31:28.9017548Z,1,2017-11-20T12:31:28.8230000Z
9,2017-11-20 12:31:29.286545,33,10,10,2017-11-20T12:31:29.0423796Z,2,2017-11-20T12:31:28.4470000Z
10,2017-11-20 12:31:29.360101,57,18,17,2017-11-20T12:31:29.0423796Z,3,2017-11-20T12:31:29.1150000Z
1,2017-11-20 12:31:34.417434,5,10,9,2017-11-20T12:31:34.1205709Z,0,2017-11-20T12:31:34.3310000Z
2,2017-11-20 12:31:34.488142,13,19,19,2017-11-20T12:31:34.1205709Z,1,2017-11-20T12:31:34.1040000Z
3,2017-11-20 12:31:34.566277,21,10,10,2017-11-20T12:31:34.2611992Z,2,2017-11-20T12:31:33.7300000Z
4,2017-11-20 12:31:34.644410,98,26,25,2017-11-20T12:31:34.2768785Z,3,2017-11-20T12:31:34.4010000Z
5,2017-11-20 12:31:34.702884,30,20,25,2017-11-20T12:31:34.4174496Z,0,2017-11-20T12:31:34.6430000Z
6,2017-11-20 12:31:34.781188,21,17,15,2017-11-20T12:31:34.5424519Z,1,2017-11-20T12:31:34.4010000Z
7,2017-11-20 12:31:34.885974,8,18,17,2017-11-20T12:31:34.5424519Z,2,2017-11-20T12:31:34.0420000Z
8,2017-11-20 12:31:34.948285,9,23,23,2017-11-20T12:31:34.6674553Z,3,2017-11-20T12:31:34.7130000Z
9,2017-11-20 12:31:35.010794,29,10,8,2017-11-20T12:31:34.6674553Z,0,2017-11-20T12:31:34.9400000Z
10,2017-11-20 12:31:35.089081,52,18,18,2017-11-20T12:31:34.9018560Z,1,2017-11-20T12:31:34.7130000Z
1,2017-11-20 12:31:40.254236,6,10,11,2017-11-20T12:31:39.9018943Z,2,2017-11-20T12:31:39.4170000Z
2,2017-11-20 12:31:40.316563,15,22,21,2017-11-20T12:31:40.0268967Z,3,2017-11-20T12:31:40.0900000Z
3,2017-11-20 12:31:40.407161,23,12,13,2017-11-20T12:31:40.0581465Z,0,2017-11-20T12:31:40.3170000Z
4,2017-11-20 12:31:40.476920,101,26,26,2017-11-20T12:31:40.1831487Z,1,2017-11-20T12:31:40.0910000Z
5,2017-11-20 12:31:40.539578,29,18,15,2017-11-20T12:31:40.1831487Z,2,2017-11-20T12:31:39.7140000Z
6,2017-11-20 12:31:40.617777,20,19,19,2017-11-20T12:31:40.3237748Z,3,2017-11-20T12:31:40.3710000Z
7,2017-11-20 12:31:40.697286,9,20,23,2017-11-20T12:31:40.3421772Z,0,2017-11-20T12:31:40.6140000Z
8,2017-11-20 12:31:40.772256,9,19,20,2017-11-20T12:31:40.4644047Z,1,2017-11-20T12:31:40.3880000Z
9,2017-11-20 12:31:40.834930,31,12,12,2017-11-20T12:31:40.5894081Z,2,2017-11-20T12:31:40.0110000Z
10,2017-11-20 12:31:40.913062,45,17,20,2017-11-20T12:31:40.5894081Z,3,2017-11-20T12:31:40.6840000Z
1,2017-11-20 12:31:46.010975,6,10,10,2017-11-20T12:31:45.7457248Z,0,2017-11-20T12:31:45.9280000Z
2,2017-11-20 12:31:46.089096,15,24,28,2017-11-20T12:31:45.7457248Z,1,2017-11-20T12:31:45.7000000Z
3,2017-11-20 12:31:46.457399,24,14,13,2017-11-20T12:31:46.1085390Z,2,2017-11-20T12:31:45.6250000Z
4,2017-11-20 12:31:46.519924,99,25,25,2017-11-20T12:31:46.2457316Z,3,2017-11-20T12:31:46.2800000Z
5,2017-11-20 12:31:46.598034,29,18,15,2017-11-20T12:31:46.2457316Z,0,2017-11-20T12:31:46.5220000Z
6,2017-11-20 12:31:46.670909,19,22,19,2017-11-20T12:31:46.3707282Z,1,2017-11-20T12:31:46.2940000Z
7,2017-11-20 12:31:46.749057,9,18,19,2017-11-20T12:31:46.4961550Z,2,2017-11-20T12:31:45.9060000Z
8,2017-11-20 12:31:46.827308,10,21,17,2017-11-20T12:31:46.4961550Z,3,2017-11-20T12:31:46.5920000Z
9,2017-11-20 12:31:46.905417,35,11,9,2017-11-20T12:31:46.6207462Z,0,2017-11-20T12:31:46.8340000Z
10,2017-11-20 12:31:46.983562,42,20,18,2017-11-20T12:31:46.6366019Z,1,2017-11-20T12:31:46.6060000Z
1,2017-11-20 12:31:52.062461,7,12,13,2017-11-20T12:31:51.7301873Z,2,2017-11-20T12:31:51.2190000Z
2,2017-11-20 12:31:52.140577,18,27,26,2017-11-20T12:31:51.8551789Z,3,2017-11-20T12:31:51.9050000Z
3,2017-11-20 12:31:52.218635,21,13,15,2017-11-20T12:31:51.8551789Z,0,2017-11-20T12:31:52.1350000Z
4,2017-11-20 12:31:52.281229,93,28,29,2017-11-20T12:31:51.9958044Z,1,2017-11-20T12:31:51.9050000Z
5,2017-11-20 12:31:52.343569,27,15,14,2017-11-20T12:31:51.9958044Z,2,2017-11-20T12:31:51.5160000Z
6,2017-11-20 12:31:52.431751,18,20,19,2017-11-20T12:31:52.1215906Z,3,2017-11-20T12:31:52.1860000Z
7,2017-11-20 12:31:52.509893,9,20,22,2017-11-20T12:31:52.2458128Z,0,2017-11-20T12:31:52.4320000Z
8,2017-11-20 12:31:52.588039,9,22,19,2017-11-20T12:31:52.2458128Z,1,2017-11-20T12:31:52.2020000Z
9,2017-11-20 12:31:52.666151,30,12,13,2017-11-20T12:31:52.3708190Z,2,2017-11-20T12:31:51.8290000Z
10,2017-11-20 12:31:52.740364,44,21,24,2017-11-20T12:31:52.4801817Z,3,2017-11-20T12:31:52.4980000Z
1,2017-11-20 12:31:57.819671,8,11,10,2017-11-20T12:31:57.5271248Z,0,2017-11-20T12:31:57.7310000Z
2,2017-11-20 12:31:57.891136,20,32,37,2017-11-20T12:31:57.5271248Z,1,2017-11-20T12:31:57.5070000Z
3,2017-11-20 12:31:57.969117,19,15,13,2017-11-20T12:31:57.6677496Z,2,2017-11-20T12:31:57.1350000Z
4,2017-11-20 12:31:58.031768,79,30,35,2017-11-20T12:31:57.6677496Z,3,2017-11-20T12:31:57.7990000Z
5,2017-11-20 12:31:58.109927,30,17,16,2017-11-20T12:31:57.7927635Z,0,2017-11-20T12:31:58.0290000Z
6,2017-11-20 12:31:58.187903,21,23,22,2017-11-20T12:31:57.9177507Z,1,2017-11-20T12:31:57.8040000Z
7,2017-11-20 12:31:58.281687,10,18,17,2017-11-20T12:31:58.0460006Z,2,2017-11-20T12:31:57.4480000Z
8,2017-11-20 12:31:58.366421,10,20,19,2017-11-20T12:31:58.0460006Z,3,2017-11-20T12:31:58.1270000Z
9,2017-11-20 12:31:58.430031,26,12,10,2017-11-20T12:31:58.1833839Z,0,2017-11-20T12:31:58.3570000Z
10,2017-11-20 12:31:58.508313,47,17,14,2017-11-20T12:31:58.1833839Z,1,2017-11-20T12:31:58.1320000Z
